inci_name,kor_name,eng_name,cosing_functions,status,cosmetic_restriction,other_restrictions
ORYZA SATIVA BRAN WAX,쌀왁스,Oryza Sativa Cera,SKIN CONDITIONING,Active,,
PRIMULA VERIS EXTRACT,카우슬립꽃추출물,Primula Veris Flower Extract,SKIN CONDITIONING,Active,,
ALCHEMILLA VULGARIS FLOWER/LEAF/STEM EXTRACT,레이디스맨틀꽃/잎/줄기추출물,Alchemilla Vulgaris Flower/Leaf/Stem Extract,ASTRINGENT;SKIN CONDITIONING,Active,,
MARRUBIUM VULGARE EXTRACT,쓴박하꽃/잎/줄기추출물,Marrubium Vulgare Flower/Leaf/Stem Extract,SKIN CONDITIONING;SOOTHING,Active,,
PYRROLOQUINOLINE QUINONE,피롤로퀴놀린퀴논,Pyrroloquinoline Quinone,ANTIOXIDANT;HUMECTANT;SKIN CONDITIONING;SKIN PROTECTING,Active,,
TRIMETHYLBENZOYL ETHYL GLYCINATE,트라이메틸벤조일에틸글리시네이트,Trimethylbenzoyl Ethyl Glycinate,HAIR CONDITIONING;SKIN PROTECTING;SKIN CONDITIONING - MISCELLANEOUS,,,
DIUTAN GUM,디우탄검,Diutan Gum,VISCOSITY CONTROLLING,Active,,
SPERMIDINE,스퍼미딘,Spermidine,ANTIOXIDANT;HAIR CONDITIONING,Active,,
VELUTIN,벨루틴,Velutin,ANTIOXIDANT;BLEACHING,Active,,
CHITOSAN,키토산에이치씨엘,Chitosan HCl,FILM FORMING;HAIR FIXING,Active,,ban substances that deplete the ozone layer
SILICA CAPRYLYL SILYLATE,실리카카프릴릴실릴레이트,Silica Caprylyl Silylate,VISCOSITY CONTROLLING,Active,,
CARBOXYMETHYL HYDROXYETHYLCELLULOSE,카복시메틸하이드록시에틸셀룰로오스,Carboxymethyl Hydroxyethylcellulose,BINDING;EMULSION STABILISING;FILM FORMING;VISCOSITY CONTROLLING,Active,,
DILAURAMIDO ISOPROPANOL,다이라우라미도아이소프로판올,Dilauramido Isopropanol,HAIR CONDITIONING;SKIN PROTECTING;SKIN CONDITIONING - HUMECTANT,Active,,
HYDROXYETHOXYETHYL CAPRYLAMIDE,하이드록시에톡시에틸카프릴아마이드,Hydroxyethoxyethyl Caprylamide,HAIR CONDITIONING;SKIN PROTECTING;SKIN CONDITIONING - HUMECTANT,,,
CHLOROACETIC ACID,클로로아세틱애씨드,Chloroacetic Acid,KERATOLYTIC,Active,,
CITRUS RETICULATA LEAF WATER,만다린나무추출물,Citrus Reticulata (Tangerine) Extract,SKIN CONDITIONING,Active,II/358,
TURNERA DIFFUSA LEAF EXTRACT,다미아나꽃/잎/줄기오일,Turnera Diffusa Flower/Leaf/Stem Oil,SKIN CONDITIONING,Active,,
INOTODIOL,이노토다이올,Inotodiol,SKIN PROTECTING,,,
ZINC CHLORIDE HYDROXIDE,징크클로라이드하이드록사이드,Zinc Chloride Hydroxide,BULKING,Active,,
N-STEAROYL SERINOL,N-스테아로일세린올,N-Stearoyl Serinol,NOT REPORTED,,,
PEONIDIN CHLORIDE,페오니딘클로라이드,Peonidin Chloride,HAIR CONDITIONING;SKIN PROTECTING;SKIN CONDITIONING - MISCELLANEOUS,,,
ZANTHOXYLUM SCHINIFOLIUM LEAF EXTRACT,산초나무열매추출물,Zanthoxylum Schinifolium Fruit Extract,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
PROPANEDIOL CAPRYLATE,프로판다이올카프릴레이트,Propanediol Caprylate,ANTI-SEBORRHEIC;SKIN CONDITIONING,Active,,
BRASSICYL VALINATE ESYLATE,브라시실발리네이트에실레이트,Brassicyl Valinate Esylate,SKIN CONDITIONING - EMOLLIENT;EMULSION STABILISING;HAIR CONDITIONING;SKIN CONDITIONING,Active,,
"1,2-HEPTANEDIOL","1,2-헵탄다이올","1,2-Heptanediol",SKIN CONDITIONING - MISCELLANEOUS,Active,,
OENOTHERA BIENNIS SEED EXTRACT,도꼬마리열매/잎/줄기추출물,Xanthium Strumarium Fruit/Leaf/Stem Extract,SKIN CONDITIONING,Active,,
FOENICULUM VULGARE FRUIT OIL,회향열매오일,Foeniculum Vulgare Fruit Oil,PERFUMING,Active,,
ELASTIN,에스에이치-폴리펩타이드-50,sh-Polypeptide-50,SKIN CONDITIONING;SMOOTHING,Active,,
FURFURALMETHYL CITRATE,퍼퓨랄메틸시트레이트,Furfuralmethyl Citrate,HUMECTANT,,,
2-CAPRYLOYL CAPRYLOYL DIMETHYL ASPARTATE,2-카프릴로일카프릴로일다이메틸아스파테이트,2-Capryloyl Capryloyl Dimethyl Aspartate,HAIR CONDITIONING;SKIN PROTECTING;SKIN CONDITIONING - MISCELLANEOUS,,,
GAULTHERIA PROCUMBENS LEAF EXTRACT,파스향나무꽃/잎/줄기오일,Gaultheria Procumbens (Wintergreen) Flower/Leaf/Stem Oil,SKIN CONDITIONING;TONIC;PERFUMING,Active,,ban substances that deplete the ozone layer
HIBISCUS ABELMOSCHUS FLOWER/SEED WATER,암브레트꽃/씨수,Hibiscus Abelmoschus Flower/Seed Water,FRAGRANCE;SKIN CONDITIONING;PERFUMING;FLAVOURING,Active,,ban substances that deplete the ozone layer
HYDROXYMETHOXYPHENYL DECANONE,하이드록시메톡시페닐데칸온,Hydroxymethoxyphenyl Decanone,SKIN CONDITIONING,Active,,
METHYL VANILLATE,메틸바닐레이트,Methyl Vanillate,PERFUMING,Active,,
NARDOSTACHYS JATAMANSI RHIZOME/ROOT EXTRACT,시엽감송뿌리오일,Nardostachys Jatamansi Root Oil,SKIN CONDITIONING,Active,,
ISOSORBIDE,아이소소바이드,Isosorbide,HUMECTANT;SKIN CONDITIONING,Active,,
EUCALYPTUS SMITHII LEAF OIL,에우칼륍투스 스미티이잎오일,Eucalyptus Smithii Leaf Oil,PERFUMING,Active,,
DIPROPYLHEPTYL CARBONATE,다이프로필헵틸카보네이트,Dipropylheptyl Carbonate,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING,Active,,
ANGELICA ARCHANGELICA CALLUS EXTRACT,안젤리카캘러스추출물,Angelica Archangelica Callus Extract,SKIN PROTECTING,Active,,
PELARGONIUM ROSEUM STEM EXTRACT,펠라르고니움 로세움잎추출물,Pelargonium Roseum Leaf Extract,PERFUMING,Active,,
ORIDONIN,오리도닌,Oridonin,SKIN CONDITIONING - MISCELLANEOUS,Active,,
SOLIDAGO CANADENSIS FLOWER/LEAF/STEM OIL,솔리다고 카나덴시스꽃/잎/줄기오일,Solidago Canadensis Flower/Leaf/Stem Oil,FRAGRANCE;SKIN CONDITIONING,Active,,
SALVIA OFFICINALIS FLOWER/LEAF/STEM EXTRACT,살비아꽃/잎/줄기수,Salvia Officinalis (Sage) Flower/Leaf/Stem Water,FRAGRANCE;SKIN CONDITIONING,Active,,
"POLY(1,2-BUTANEDIOL)-6 PROPYLENE GLYCOL","폴리(1,2-부탄다이올)-6프로필렌글라이콜","Poly(1,2-Butanediol)-6 Propylene Glycol",SOLVENT,Active,,
TETRAHYDROCURCUMIN,테트라하이드로커큐민,Tetrahydrocurcumin,ANTIOXIDANT,Active,,
NITROUS ACID,나이트러스애씨드,Nitrous Acid,HUMECTANT;SOLVENT,Active,,
PELARGONIUM GRAVEOLENS CALLUS CULTURE EXTRACT,센티드제라늄잎추출물,Pelargonium Graveolens Leaf Extract,HUMECTANT;SKIN CONDITIONING;SKIN PROTECTING,Active,,
DIMETHYLGLUCAMINE,다이메틸글루카민,Dimethylglucamine,BUFFERING,Active,,
CITRUS HYSTRIX PEEL OIL,카피르라임잎오일,Citrus Hystrix Leaf Oil,FRAGRANCE;FLAVOURING,Active,,
CAPROYL METHYL SERINATE,카프로일메틸세리네이트,Caproyl Methyl Serinate,ANTIMICROBIAL;HAIR CONDITIONING;SKIN CONDITIONING - MISCELLANEOUS,Active,,
ROSA CENTIFOLIA FLOWER POWDER,프로방스장미줄기추출물,Rosa Centifolia Stem Extract,ABRASIVE,Active,,
GONDOIC ACID,곤도익애씨드,Gondoic Acid,HAIR CONDITIONING,Active,,
C24-28 ALKYLDIMETHYLSILOXY TRIMETHYLSILOXYSILICATE,C24-28알킬다이메틸실록시트라이메틸실록시실리케이트,C24-28 Alkyldimethylsiloxy Trimethylsiloxysilicate,FILM FORMING;SKIN PROTECTING,Active,,
CANNABIS SATIVA STEM POWDER,삼뿌리추출물,Cannabis Sativa Root Extract,SKIN CONDITIONING,Active,"II/306 = Narcotics, natural and synthetic: All substances listed in Tables I and II of the single Convention on narcotic drugs signed in New York on 30 March 1961.",
PRUNUS AMYGDALUS DULCIS SEED POWDER,스위트아몬드나무껍질추출물,Prunus Amygdalus Dulcis (Sweet Almond) Bark Extract,EXFOLIATING,Active,,
RHODINOL,로디놀,Rhodinol,PERFUMING,Active,,
PERFLUOROPROPYLENE/VINYLIDENE DIFLUORIDE COPOLYMER,퍼플루오로프로필렌/비닐리덴다이플루오라이드코폴리머,Perfluoropropylene/Vinylidene Difluoride Copolymer,FILM FORMING,Active,,
ZERUMBONE,제룸본,Zerumbone,SKIN CONDITIONING,Active,,
BUTYL PALMITATE,부틸팔미테이트,Butyl Palmitate,SKIN CONDITIONING - EMOLLIENT,Active,,
COLLOIDAL PALLADIUM,팔라듐,Palladium,COLORANT,Active,,
NITRIC ACID,나이트릭애씨드,Nitric Acid,SOLVENT,Active,,
SYRINGARESINOL,시링가레시놀,Syringaresinol,ANTIOXIDANT;BLEACHING;SKIN CONDITIONING;SKIN PROTECTING,Active,,
PLANTAGO LANCEOLATA LEAF EXTRACT,창질경이씨추출물,Plantago Lanceolata Seed Extract,ANTIMICROBIAL,Active,,ban substances that deplete the ozone layer
PHOSPHATIDYLGLYCEROL,포스파티딜글리세롤,Phosphatidylglycerol,EMULSION STABILISING;SKIN CONDITIONING - MISCELLANEOUS;SKIN PROTECTING;SURFACTANT - EMULSIFYING,Active,,
AMMONIUM TRICHLOROACETATE,암모늄트라이클로로아세테이트,Ammonium Trichloroacetate,EXFOLIATING,Active,,
OCTANAL,옥탄알,Octanal,PERFUMING,Active,,
"CIS-2-METHYL-4-PROPYL-1,3-OXATHIANE","시스-2-메틸-4-프로필-1,3-옥사티안","CIS-2-Methyl-4-Propyl-1,3-Oxathiane",PERFUMING,Active,,
POLYCITRONELLOL ACETATE,폴리시트로넬올아세테이트,Polycitronellol Acetate,SKIN CONDITIONING - EMOLLIENT;HAIR CONDITIONING;HAIR WAVING OR STRAIGHTENING;HUMECTANT;FRAGRANCE;SKIN CONDITIONING - HUMECTANT;SKIN CONDITIONING - OCCLUSIVE,Active,,
ETHYL BUTYRATE,에틸부티레이트,Ethyl Butyrate,PERFUMING,Active,,
ETHYL ISOVALERATE,에틸아이소발레레이트,Ethyl Isovalerate,PERFUMING,Active,,
ETHYL 2-METHYLBUTYRATE,에틸2-메틸부티레이트,Ethyl 2-Methyl Butyrate,PERFUMING,Active,,
METHYL CINNAMATE,메틸신나메이트,Methyl Cinnamate,PERFUMING,Active,,
HIBISCUS SABDARIFFA CALLUS EXTRACT,히비스커스열매추출물,Hibiscus Sabdariffa Fruit Extract,ANTIOXIDANT;SKIN CONDITIONING,Active,,
RUBUS OCCIDENTALIS FRUIT EXTRACT,블랙라즈베리씨오일,Rubus Occidentalis Seed Oil,ASTRINGENT;SKIN CONDITIONING,Active,,
TRIMETHYLBICYCLO-2-HEPTYLOXYETHANOL,아이소보닐옥시에탄올,Isobornyloxyethanol,PERFUMING,Active,,
DEOXYCHOLIC ACID,디옥시콜릭애씨드,Deoxycholic Acid,SKIN CONDITIONING - EMOLLIENT;HUMECTANT;SKIN CONDITIONING,Active,,
PIPERONYLOYL PROLINE,피페로닐로일프롤린,Piperonyloyl Proline,SKIN PROTECTING,Active,,
ALLYL HEPTANOATE,알릴헵타노에이트,Allyl heptanoate,PERFUMING,Active,III/139,
ISOAMYL SALICYLATE,아이소아밀살리실레이트,Isoamyl Salicylate,PERFUMING,Active,,
S-DNA APTAMER-3,에스-디엔에이압타머-3,s-DNA Aptamer-3,ANTIOXIDANT;REDUCING;SKIN PROTECTING;SKIN CONDITIONING - HUMECTANT,Active,,
S-DNA APTAMER-4,에스-디엔에이압타머-4,s-DNA Aptamer-4,ANTIOXIDANT;REDUCING;SKIN PROTECTING,Active,,
N-DIMETHYLBENZAMIDE SERINOL,N-다이메틸벤즈아마이드세린올,N-Dimethylbenzamide Serinol,ANTIOXIDANT;HAIR CONDITIONING;SKIN PROTECTING;SKIN CONDITIONING - MISCELLANEOUS,Active,,
SH-POLYPEPTIDE-123,에스에이치-폴리펩타이드-123,sh-Polypeptide-123,SKIN PROTECTING,Active,,
PIMENTA OFFICINALIS FRUIT EXTRACT,올스파이스열매오일,Pimenta Officinalis (Pimento) Fruit Oil,FRAGRANCE,Active,,
PSIDIUM GUAJAVA LEAF OIL,구아바잎오일,Psidium Guajava Leaf Oil,FRAGRANCE,Active,,
DIPALMITOYL GLYCEROPHOSPHOCHOLINE,다이팔미토일글리세로포스포콜린,Dipalmitoyl Glycerophosphocholine,SKIN CONDITIONING,Active,,
NIACINAMIDE RIBOSIDE CHLORIDE,나이아신아마이드리보사이드클로라이드,Niacinamide Riboside Chloride,ANTIOXIDANT;SKIN PROTECTING,Active,,
FICUS INDICA BARK,보검선인장열매수,Opuntia Ficus-Indica Fruit Water,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
GLUCOSYL PENTAGALLATE,글루코실펜타갈레이트,Glucosyl Pentagallate,ANTIOXIDANT,Active,,
GLYCINAMIDE HCL,글라이신아마이드에이치씨엘,Glycinamide HCl,SKIN CONDITIONING;SKIN PROTECTING,Active,,
ASTRAGALIN,아스트라갈린,Astragalin,ANTIOXIDANT;SKIN CONDITIONING - MISCELLANEOUS,Active,,
POLYQUATERNIUM-110,폴리쿼터늄-110,Polyquaternium-110,HAIR CONDITIONING,Active,,
CROCUS SATIVUS LEAF CELL CULTURE EXTRACT,사프란암술머리수,Crocus Sativus Stigma Water,SKIN PROTECTING,Active,,
SUNFLOWEROYL METHYLGLUCAMIDE,선플라워로일메틸글루카마이드,Sunfloweroyl Methylglucamide,CLEANSING;HAIR CONDITIONING;SKIN CONDITIONING;SOLVENT;SURFACTANT - CLEANSING,Active,,
N-DECANOYL SERINOL,N-데카노일세린올,N-Decanoyl Serinol,ANTIOXIDANT;SKIN CONDITIONING - EMOLLIENT;HAIR CONDITIONING;SKIN PROTECTING;SKIN CONDITIONING - MISCELLANEOUS,Active,,
DIMETHOXYAPIGENIN,하이드롤라이즈드줄잎/줄기추출물,Hydrolyzed Zizania latifolia Leaf/Stem Extract,SKIN CONDITIONING;SKIN PROTECTING,Active,,
COCOYL METHYL GLUCAMIDE,코코일메틸글루카마이드,Cocoyl Methyl Glucamide,HAIR CONDITIONING;SKIN CONDITIONING;SOLVENT;SURFACTANT - CLEANSING;VISCOSITY CONTROLLING,Active,,
ISOBUTYL OLEATE,아이소부틸올리에이트,Isobutyl Oleate,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING,Active,,
SALVIA SCLAREA FLOWER/LEAF/STEM CERA,클레리꽃/잎/줄기오일,Salvia Sclarea (Clary) Flower/Leaf/Stem Oil,SKIN PROTECTING,Active,,
CI 74260,피그먼트녹색7호,Pigment Green 7,COLORANT,Active,IV/107,
PIGMENT VIOLET 23,피그먼트자색23호,Pigment Violet 23,COLORANT;HAIR DYEING,Active,II/1360 (when used as a substance in hair dye products),ban substances that deplete the ozone layer | ban substances that deplete the ozone layer
BIS-CAPRYLOYLOXYPALMITAMIDO ISOPROPANOL,비스-카프릴로일옥시팔미타미도아이소프로판올,Bis-Capryloyloxypalmitamido Isopropanol,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING;SKIN PROTECTING,Active,,
AMYLOSE,아밀로오스,Amylose,HUMECTANT,Active,,ban substances that deplete the ozone layer | ban substances that deplete the ozone layer
ACETYL TRYPTOPHAN,아세틸트립토판,Acetyl Tryptophan,SKIN CONDITIONING;SKIN PROTECTING,Active,,
PIMENTA RACEMOSA FRUIT LEAF EXTRACT,베이럼트리잎/열매오일,Pimenta Racemosa Leaf/Fruit Oil,PERFUMING,Active,,
(20S)-PROTOPANAXADIOL,(20S)-프로토파낙사다이올,(20S)-Protopanaxadiol,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING;SKIN PROTECTING,Active,,
NORBORNANEDIAMINE/RESORCINOL DIGLYCIDYL ETHER CROSSPOLYMER,노보네인다이아민/레조시놀다이글리시딜에터크로스폴리머,Norbornanediamine/Resorcinol Diglycidyl Ether Crosspolymer,FILM FORMING,Active,,
NICOTINAMIDE MONONUCLEOTIDE,니코틴아마이드모노뉴클레오타이드,Nicotinamide Mononucleotide,ANTIOXIDANT,Active,,
HELICHRYSUM ANGUSTIFOLIUM CERA,에버라스팅꽃/줄기추출물,Helichrysum Italicum Flower/Stem Extract,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
PICEA MARIANA BRANCH/LEAF OIL,마리아나가문비나무껍질추출물,Picea Mariana Bark Extract,FRAGRANCE;SKIN CONDITIONING,Active,,
TRICYCLODECANEMETHYL ISONONANOATE,트라이사이클로데케인메틸아이소노나노에이트,Tricyclodecanemethyl Isononanoate,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING,Active,,
ALTHAEA OFFICINALIS FLOWER EXTRACT,마시멜로꽃추출물,Althaea Officinalis Flower Extract,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING,Active,,
FUCOIDAN,푸코이단,Fucoidan,ANTIOXIDANT;SKIN CONDITIONING,Active,,
ATELOCOLLAGEN,에스알-히드라충폴리펩타이드-1,Sr-Hydrozoan Polypeptide 1,SKIN CONDITIONING,Active,,
GINSENOSIDE RH1,진세노사이드알에이치1,Ginsenoside Rh1,HAIR CONDITIONING;SKIN CONDITIONING - HUMECTANT,Active,,
GINSENOSIDE RG2,진세노사이드알지2,Ginsenoside Rg2,HAIR CONDITIONING;SKIN CONDITIONING - HUMECTANT,Active,,
GINSENOSIDE RE,진세노사이드알이,Ginsenoside Re,ANTIOXIDANT;HUMECTANT;SKIN CONDITIONING,Active,,
GINSENOSIDE RD,진세노사이드알디,Ginsenoside Rd,ANTIOXIDANT,Active,,
GINSENOSIDE RH4,진세노사이드알에이치4,Ginsenoside Rh4,ANTI-SEBORRHEIC;ANTIOXIDANT;SKIN CONDITIONING;SKIN PROTECTING,Active,,
GINSENOSIDE RG6,진세노사이드알지6,Ginsenoside Rg6,ANTIOXIDANT;SKIN CONDITIONING;SKIN PROTECTING,Active,,
GINSENOSIDE RG4,진세노사이드알지4,Ginsenoside Rg4,ANTIOXIDANT,Active,,
POLYESTER-37,폴리에스터-37,Polyester-37,FILM FORMING;HAIR CONDITIONING;SKIN CONDITIONING,Active,,
MONARDA DIDYMA OIL,베르가못캘러스추출물,Monarda Didyma Callus Extract,TONIC,Active,,ban substances that deplete the ozone layer
DIMER ROSIN,다이머로진,Dimer Rosin,NOT REPORTED,Active,,
CISTUS MONSPELIENSIS FLOWER/LEAF/STEM EXTRACT,치스투스 몬스펠리엔시스꽃/잎/줄기추출물,Cistus Monspeliensis Flower/Leaf/Stem Extract,SKIN CONDITIONING - MISCELLANEOUS,Active,,
METHYL/PHENYL POLYSILSESQUIOXANE,메틸/페닐폴리실세스퀴옥세인,Methyl/Phenyl Polysilsesquioxane,OPACIFYING;SLIP MODIFIER,Active,,
ESCULETIN,에스쿨레틴,Esculetin,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
CYMBOPOGON CITRATUS LEAF WATER,레몬그라스잎수,Cymbopogon Citratus Leaf Water,ANTIOXIDANT;SKIN CONDITIONING,Active,,
VERBENA OFFICINALIS LEAF ABSOLUTE,마편초잎오일,Verbena Officinalis Leaf Oil,PERFUMING,Active,,
2-CAPRYLOYL CAPRYLOYL METHYL ALANINATE,2-카프릴로일카프릴로일메틸알라니네이트,2-Capryloyl Capryloyl Methyl Alaninate,ANTI-SEBUM;SKIN CONDITIONING - EMOLLIENT;HAIR CONDITIONING;SKIN CONDITIONING;SKIN PROTECTING,Active,,
THYMUS SERPYLLUM EXTRACT,셀필룸오일,Thymus Serpyllum Oil,SKIN CONDITIONING,Active,,
TAGETES MINUTA FLOWER EXTRACT,만수국아재비꽃추출물,Tagetes minuta Flower Extract,PERFUMING,Active,,
TAGETES PATULA FLOWER EXTRACT,만수국꽃추출물,Tagetes patula flower extract,PERFUMING,Active,,
PEANUT OIL PEG-6 ESTERS,땅콩오일피이지-6에스터,Peanut Oil PEG-6 Esters,SKIN CONDITIONING - EMOLLIENT,Active,,ban substances that deplete the ozone layer
LAURUS NOBILIS LEAF EXTRACT,월계수잎/줄기수,Laurus Nobilis Leaf/Stem Water,FRAGRANCE;REFRESHING;TONIC,Active,,ban substances that deplete the ozone layer
AVENA SATIVA SEED WATER,귀리꽃/잎/줄기추출물,Avena Sativa (Oat) Flower/Leaf/Stem Extract,SOLVENT,Active,,
POLYVINYLIDENE DIFLUORIDE,폴리비닐리덴다이플루오라이드,Polyvinylidene Difluoride,BINDING;SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
BIPHENYL AZEPANYL METHANONE,바이페닐아제파닐메탄온,Biphenyl Azepanyl Methanone,SKIN CONDITIONING;SKIN PROTECTING,Active,,
CYSTEAMINE THIOGLYCOLATE,시스테아민티오글라이콜레이트,Cysteamine Thioglycolate,HAIR WAVING OR STRAIGHTENING,Active,III/2a,
CYSTAMINE DIMALEATE,시스타민다이말리에이트,Cystamine Dimaleate,HAIR CONDITIONING,Active,,
S-DNA APTAMER-2,에스-디엔에이압타머-2,S-DNA Aptamer-2,ANTIOXIDANT;REDUCING;SKIN PROTECTING;UV FILTER;pH ADJUSTERS,Active,,
CI 12490,피그먼트적색5호,Pigment Red 5,COLORANT,Active,"IV/14 (CI 12490)
II/1347 (Pigment Red 5; CI 12490: and its salts when used as a substance in hair dye products)",
COCHLEARIA ARMORACIA ROOT EXTRACT,호스래디시잎추출물,Cochlearia Armoracia (Horseradish) Leaf Extract,FRAGRANCE,Active,,ban substances that deplete the ozone layer
JUNIPERUS OSTEOSPERMA OIL,빅베리주니퍼오일,Juniperus Osteosperma Oil,FRAGRANCE,Active,,
OCOTEA QUIXOS LEAF OIL,아메리카시나몬잎오일,Ocotea Quixos Leaf Oil,SOLVENT,Active,,
LAVANDULA HYBRIDA GROSSO HERB EXTRACT,라벤더그로소허브오일,Lavandula Hybrida Grosso Herb Oil,PERFUMING,Active,,
CISTUS LADANIFERUS FLOWER CERA,라다넘잔가지추출물,Cistus Ladaniferus Twig Extract,SKIN PROTECTING,Active,,
EUCALYPTUS CITRIODORA LEAF/TWIG WATER,레몬유칼립투스잎/잔가지오일,Eucalyptus Citriodora Leaf/Twig Oil,HAIR CONDITIONING;SKIN CONDITIONING,Active,,
CUPRESSUS SEMPERVIRENS BRANCH/LEAF OIL,솔잣나무가지/잎오일,Cupressus Sempervirens Branch/Leaf Oil,FRAGRANCE;SKIN CONDITIONING,Active,,
ROSA GALLICA FLOWER EXTRACT,프렌치로즈꽃,Rosa Gallica Flower,ASTRINGENT;SKIN CONDITIONING;TONIC,Active,,ban substances that deplete the ozone layer
LAURAMIDE DIPA,라우라마이드디파,Lauramide DIPA,EMULSION STABILISING;HAIR CONDITIONING,Active,III/60,
ACRYLATES/METHOXY PEG-90 METHACRYLATE CROSSPOLYMER,아크릴레이트/메톡시피이지-90메타크릴레이트크로스폴리머,Acrylates/Methoxy PEG-90 Methacrylate Crosspolymer,SKIN PROTECTING,Active,,
BOSWELLIA CARTERII GUM OIL,유향나무검오일,Boswellia Carterii Gum Oil,PERFUMING,Active,,
TRIFLUOROMETHYLPHENETHYL MESALAZINE,트라이플루오로메틸페네틸메살라진,Trifluoromethylphenethyl Mesalazine,SKIN CONDITIONING;SKIN PROTECTING,Active,,
SALVIA OFFICINALIS LEAF POWDER,살비아잎가루,Salvia Officinalis (Sage) Leaf Powder,EXFOLIATING,Active,,
LAURYLAMINE DIPROPYLENEDIAMINE,라우릴아민다이프로필렌다이아민,Laurylamine Dipropylenediamine,HAIR CONDITIONING;VISCOSITY CONTROLLING,Active,,ban substances that deplete the ozone layer
ACETYL ZINGERONE,아세틸진저론,Acetyl Zingerone,ANTIOXIDANT;CHELATING;SKIN PROTECTING,Active,,
HYDROXYRESVERATROL,하이드록시레스베라트롤,Hydroxyresveratrol,BLEACHING;SKIN CONDITIONING;SKIN PROTECTING,Active,,
SEPIOLITE,세피올라이트,Sepiolite,VISCOSITY CONTROLLING,Active,,ban substances that deplete the ozone layer
ABIES ALBA LEAF WAX,흰전나무잎추출물,Abies Alba Needle Extract,SKIN CONDITIONING;SKIN PROTECTING,Active,III/103,
HYDROXYPROPYL BIS(N-HYDROXYETHYL-P-PHENYLENEDIAMINE) HCL,하이드록시프로필비스(N-하이드록시에틸-p-페닐렌다이아민)에이치씨엘,Hydroxypropyl bis(N-Hydroxyethyl-p-Phenylenediamine) HCl,HAIR DYEING,Active,III/239,
HYDROXYBENZOMORPHOLINE,하이드록시벤조모르폴린,Hydroxybenzomorpholine,HAIR DYEING,Active,III/230,
3-PROPYLIDENEPHTHALIDE,3-프로필리덴프탈라이드,3-Propylidenephthalide,FRAGRANCE;PERFUMING,Active,III/175,
POTASSIUM SALICYLATE,포타슘살리실레이트,Potassium Salicylate,ANTIMICROBIAL;PRESERVATIVE,Active,V/3,
ABIES PECTINATA NEEDLE OIL,펙티나타전나무잎오일,Abies Pectinata Needle Oil,PERFUMING,Active,III/105,
TRANS-ROSE KETONE-5,트랜스-로즈케톤-5,Trans-Rose Ketone-5,PERFUMING,Active,III/159,
TERPINOLENE,터피놀렌,Terpinolene,FRAGRANCE,Active,III/133,
CALCIUM SALICYLATE,칼슘살리실레이트,Calcium Salicylate,PRESERVATIVE,Active,V/3,
ABIES BALSAMEA NEEDLE OIL,카나다발삼잎추출물,Abies Balsamea (Balsam Canada) Needle Extract,FRAGRANCE;PERFUMING,Active,III/107,ban substances that deplete the ozone layer
"2,4-DIAMINOPHENOL HCL","염산2,4-디아미노페놀","2,4-Diaminophenol HCl",HAIR DYEING,Active,II/1338,
MEA-SALICYLATE,엠이에이-살리실레이트,MEA-Salicylate,PRESERVATIVE,Active,"III/61
V/3",
HC BLUE NO. 2,에치씨청색2호,HC Blue No. 2,HAIR DYEING,Active,III/247,
HC RED NO. 11,에치씨적색11호,HC Red No.11,HAIR DYEING,Active,III/250,ban substances that deplete the ozone layer
HC RED NO. 10,에치씨적색10호,HC Red No.10,HAIR DYEING,Active,III/250,
